id,title,author,isbn,parent_genre,genre,sub_genre,price,pages,publisher,year,description
603,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,9781371162419,Science & Technology,"Sciences, Technology & Medicine",Transportation & Automotive,13.52,448,Oxford University Press,1958,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
604,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,9781272380468,Lifestyle & Leisure,Sports,Winter Sports,13.52,608,Bloomsbury Publishing,1996,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
605,The Secret Garden,Frances Hodgson Burnett,9785670431036,Children & Young Adult,Children's Books,"Crafts, Hobbies & Practical Interests",1.53,645,Random House,2004,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
606,The Secret Garden,Frances Hodgson Burnett,9789557988774,Fiction,Literature & Fiction,Classic Fiction,1.53,611,Bloomsbury Publishing,1953,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
607,Hideaway (Devil's Night Book 2),Penelope Douglas,9784243754029,Fiction,Romance,New Adult & College,3.65,1093,Random House,2019,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
608,Hideaway (Devil's Night Book 2),Penelope Douglas,9782928422225,Fiction,Romance,Enemies to Lovers,3.65,340,Macmillan Publishers,1966,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
609,The Unwanted Marriage: Dion and Faye's Story (The Windsors),Catharina Maura,9785927452387,Fiction,Romance,Contemporary,2.19,545,Macmillan Publishers,1962,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
610,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,9782578284108,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",1.86,437,Bloomsbury Publishing,1979,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
611,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,9787520885473,Lifestyle & Leisure,"Arts, Film & Photography",Cinema & Broadcast,1.86,380,Hachette Livre,2008,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
612,The Complete Novel of Sherlock Holmes,Arthur Conan Doyle,9789751702818,Fiction,Literature & Fiction,Classic Fiction,1.86,181,Penguin Books,1964,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
613,The Wright Brothers,David McCullough,9789375150930,Science & Technology,"Sciences, Technology & Medicine",Transportation & Automotive,4.55,556,Macmillan Publishers,1965,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
614,Into Thin Air: A Personal Account of the Everest Disaster (Picador Collection Book 111),Jon Krakauer,9784301871863,Lifestyle & Leisure,Sports,Active Outdoor Pursuits,2.82,314,Bloomsbury Publishing,2020,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
615,Into Thin Air,Jon Krakauer,9789980562655,Lifestyle & Leisure,Sports,Active Outdoor Pursuits,6.26,158,Random House,1987,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
616,Matilda: Special Edition,Roald Dahl,9784554781379,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",2.85,457,Random House,1966,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
617,Matilda: Special Edition,Roald Dahl,9782662991239,Children & Young Adult,Children's Books,Fantasy,2.85,1117,Bloomsbury Publishing,1994,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
618,Matilda: Special Edition,Roald Dahl,9785196106465,Children & Young Adult,Children's Books,Growing Up & Facts of Life,2.85,981,Scholastic,1989,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
619,Matilda: Special Edition,Roald Dahl,9789232648706,Children & Young Adult,Children's Books,Humour,2.85,729,HarperCollins,2007,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
620,"The Phoenix Project: A Novel about It, Devops, and Helping Your Business Win",Gene Kim,9787873002441,Business & Law,Business & Economics,Industries,17.49,165,Hachette Livre,2005,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
621,The Immortals of Meluha,Amish Tripathi,9786273014714,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",2.31,546,HarperCollins,2020,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
622,The Immortals of Meluha,Amish Tripathi,9787964715890,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,2.31,204,Oxford University Press,1960,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
623,"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",Amish Tripathi,9789025725205,Fiction,"Fantasy, Horror & Science Fiction",Fantasy,3.16,610,HarperCollins,2014,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
624,"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",Amish Tripathi,9785044818321,Fiction,Literature & Fiction,"Fantasy, Horror & Science Fiction",3.16,607,Bloomsbury Publishing,1973,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
625,The Immortals of Meluha,Amish Tripathi,9788554451890,Fiction,Literature & Fiction,"Myths, Legends & Sagas",2.31,113,Penguin Books,2000,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
626,"The Immortals of Meluha (Shiva Trilogy Book 1) (Shiva, 1)",Amish Tripathi,9782845765213,Fiction,Literature & Fiction,"Myths, Legends & Sagas",3.16,803,Random House,2015,"Narración brillante que combina suspense, emoción y reflexión filosófica."
627,The Edens: Juniper Hill (Book 2): (The Edens #2),Devney Perry,9783389888169,Fiction,Romance,Western & Frontier,4.16,1186,Oxford University Press,1974,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
628,Picture Books Collection for Early Learning (Set of 12),E C Axus,9782075452790,Children & Young Adult,Children's Books,Picture Books,2.63,171,Random House,1968,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
629,Code Name Bananas: The hilarious and epic children’s book from multi-million bestselling author David Walliams,David Walliams,9784013223427,Children & Young Adult,Children's Books,Historical Fiction,3.02,560,Vintage Books,1978,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
630,THE 48 LAWS OF POWER,Robert Greene,9786110760310,Lifestyle & Leisure,"Health, Family & Personal Development",Self-Help,6.15,796,Scholastic,1952,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
631,THE 48 LAWS OF POWER,Robert Greene,9780714014017,Lifestyle & Leisure,"Health, Family & Personal Development",Personal Transformation,6.15,303,Bloomsbury Publishing,1975,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
632,THE 48 LAWS OF POWER,Robert Greene,9789325012493,Non-Fiction,Society & Social Sciences,Society & Culture,6.15,238,Hachette Livre,1995,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
633,THE 48 LAWS OF POWER,Robert Greene,9788938911902,Non-Fiction,Religion,New Age & Spirituality,6.15,1118,Penguin Books,2017,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
634,Diary of a Wimpy Kid (3) : The Last Straw,Jeff Kinney,9784280138758,Children & Young Adult,Children's Books,Comics & Graphic Novels,2.5,988,Hachette Livre,1969,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
635,Diary of a Wimpy Kid (3) : The Last Straw,Jeff Kinney,9781256638361,Children & Young Adult,Children's Books,"Fantasy, Science Fiction & Horror",2.5,311,Bloomsbury Publishing,2022,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
636,Diary of a Wimpy Kid (3) : The Last Straw,Jeff Kinney,9787182754807,Children & Young Adult,Children's Books,Humour,2.5,1126,Bloomsbury Publishing,2017,"Narración brillante que combina suspense, emoción y reflexión filosófica."
637,Diary of a Wimpy Kid (3) : The Last Straw,Jeff Kinney,9781647947381,Children & Young Adult,Children's Books,Growing Up & Facts of Life,2.5,238,Penguin Books,2017,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
638,THE LINCOLN LAWYER: MICKEY HALLER BOOK 1 (Mickey Haller Series),Michael Connelly,9783175207162,Science & Technology,"Sciences, Technology & Medicine",Transportation & Automotive,4.78,565,Macmillan Publishers,1956,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
639,Siddhartha,Hermann Hesse,9781266912154,Non-Fiction,Religion,New Age & Spirituality,1.09,497,Bloomsbury Publishing,2018,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
640,Siddhartha (Deluxe Hardbound Edition),Hermann Hesse,9789613674993,Non-Fiction,Religion,Buddhism,0.18,747,Macmillan Publishers,1996,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
641,Siddhartha | Hermann Hesse | International bestseller book,Harmann hesse,9787967842717,Non-Fiction,Religion,Buddhism,1.08,840,HarperCollins,2019,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
642,Siddhartha,Hermann Hesse,9787320101700,Fiction,Literature & Fiction,Classic Fiction,1.09,931,Vintage Books,1979,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
643,Bound by Honor (Born in Blood Mafia Chronicles Book 1),Cora Reilly,9785249911878,Fiction,Romance,Alpha Male,3.23,226,Hachette Livre,2017,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
644,Bound by Honor (Born in Blood Mafia Chronicles Book 1),Cora Reilly,9787784858808,Fiction,Romance,Enemies to Lovers,3.23,953,Scholastic,1971,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
645,Indigo Ridge: (The Edens #1),Devney Perry,9786756770026,Fiction,Romance,Small Town Romance,4.15,659,Oxford University Press,1997,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
646,Little Blue Truck,Alice Schertle,9787624671970,Children & Young Adult,Children's Books,"Cars, Trains & Things That Go",7.34,373,Hachette Livre,1970,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
647,Little Blue Truck,Alice Schertle,9787782806475,Children & Young Adult,Children's Books,Geography & Cultures,7.34,130,Oxford University Press,1962,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
648,The Body: A Guide for Occupants,Bill Bryson,9785450090256,Science & Technology,"Sciences, Technology & Medicine",Biology & Life Sciences,7.93,748,Scholastic,1971,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
649,The Body : A Guide for Occupants - THE SUNDAY TIMES NO.1 BESTSELLER,Bill Bryson,9785616556506,Non-Fiction,Society & Social Sciences,Society & Culture,5.11,817,Oxford University Press,1978,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
650,The Body : A Guide for Occupants - THE SUNDAY TIMES NO.1 BESTSELLER,Bill Bryson,9784911415208,Science & Technology,"Sciences, Technology & Medicine",Biology & Life Sciences,5.11,766,HarperCollins,1969,"Narración brillante que combina suspense, emoción y reflexión filosófica."
651,Beauty and the Baller (Strangers in Love),Ilsa Madden-Mills,9787698640791,Fiction,Romance,Small Town Romance,1.42,915,Random House,2019,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
652,My Temptation (Kingston Lane Book 1),T L Swan,9789659171350,Fiction,Romance,New Adult & College,1.42,847,Bloomsbury Publishing,2004,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
653,Shrimad Bhagwat Geeta Yatharoop,A.C. Bhaktivendanta Swami Prabhupada,9782945637184,Non-Fiction,Religion,Hinduism,2.2,1043,Scholastic,1975,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
654,Shrimad Bhagwat Geeta Yatharoop,A.C. Bhaktivendanta Swami Prabhupada,9780496391918,Education,Reference,Encyclopaedias & Reference Works,2.2,682,Bloomsbury Publishing,1985,"Narración brillante que combina suspense, emoción y reflexión filosófica."
655,Barbarian Alien: A SciFi Alien Romance (Ice Planet Barbarians Book 2),Ruby Dixon,9781987635140,Fiction,Romance,Science Fiction,3.6,143,HarperCollins,1956,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
656,"Book With No Pictures, The",B. J. Novak,9788536649872,Children & Young Adult,Children's Books,Humour,2.85,408,Random House,2001,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
657,NERO: Alliance Series Book One,S.J. Tilly,9788297374898,Fiction,Romance,Action & Adventure,4.56,834,Penguin Books,1987,"Narración brillante que combina suspense, emoción y reflexión filosófica."
658,One Of Us Is Next,Karen M. McManus,9788357232460,Children & Young Adult,Children's Books,Mysteries & Curiosities,3.31,171,Oxford University Press,1999,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
659,One Of Us Is Next,Karen M. McManus,9783644249369,Children & Young Adult,Teen & Young Adult,Romance,3.31,675,Vintage Books,2016,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
660,One Of Us Is Next,Karen M. McManus,9783034778663,Children & Young Adult,Children's Books,Crime & Thriller,3.31,387,Macmillan Publishers,2003,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
661,Prisoners of Geography,Tim Marshall,9784204482078,Non-Fiction,Politics,International Relations & Globalization,9.47,132,Simon & Schuster,2010,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
